ID,City,Country Code,Country,Date,Cloudiness,Humidity,Lat,Lng,Max Temp,Wind Speed
566,abejorral,CO,China,1555619306,75,73,5.79,-75.43,299.15,2.1
567,matara,PE,Paraguay,1555614000,75,62,-13.74,-72.9,286.15,4.27
568,las palmas,PE,Paraguay,1555617600,75,290,-6.53,-76.35,290.15,1.5
569,wewak,PG,Peru,1555619337,100,90,-3.55,143.63,297.2,1.76
570,ekhabi,RU,Romania,1555619339,100,84,53.51,142.97,274.1,7.98
571,fantino,DO,Djibouti,1555617600,20,43,19.12,-70.3,305.15,7.2
572,severodvinsk,RU,Romania,1555615800,75,92,64.56,39.82,274.15,2
573,kruisfontein,ZA,Yemen,1555619343,0,95,-34,24.73,287.6,2.44
574,mujiayingzi,CN,China,1555619344,94,30,42.12,118.78,277.2,1.87
575,ust-kuyga,RU,Romania,1555619345,0,78,70,135.55,256.2,3.8
576,saint anthony,US,United States of America,1555619124,1,35,43.97,-111.68,289.82,5.1
577,honningsvag,NO,Niue,1555619348,82,88,70.98,25.97,277.1,10.08
578,erenhot,CN,China,1555619349,0,37,43.65,111.97,279.3,5.72
579,puerto quijarro,BO,Bhutan,1555617600,20,62,-19,-57.72,306.15,3.1
580,panlaitan,PH,Peru,1555619352,1,67,12.12,119.85,302.6,4.44
581,roswell,US,United States of America,1555619282,20,32,33.39,-104.52,294.82,1.04
582,hokitika,NZ,Norway,1555619354,21,61,-42.72,170.96,286.5,2.19
583,vila velha,BR,Bouvet Island,1555618807,40,78,-3.71,-38.6,301.15,3.6
584,birao,CF,Central African Republic,1555619356,33,15,10.3,22.78,305.9,3.48
585,nefteyugansk,RU,Romania,1555615800,90,100,61.09,72.61,270.15,4
586,muisne,EC,Dominican Republic,1555617600,20,74,0.61,-80.02,303.15,3.6
587,nybro,SE,Saudi Arabia,1555618949,0,80,56.75,15.91,281.15,0.5
588,jaisalmer,IN,India,1555619362,0,30,26.91,70.91,300.8,2.3
591,richards bay,ZA,Yemen,1555619365,90,81,-28.77,32.06,298.2,9
593,tygda,RU,Romania,1555619368,0,54,53.11,126.33,266.1,2.63
594,beloha,MG,Mexico,1555619369,84,76,-25.17,45.06,294.5,5.81
595,serenje,ZM,Zimbabwe,1555619370,2,96,-13.23,30.22,291,3.78
596,koszalin,PL,Pitcairn,1555619059,0,41,54.19,16.18,285.93,7.09
597,huntington,US,United States of America,1555619321,75,93,40.87,-73.43,290.37,9.3
598,ormara,PK,Pitcairn,1555619374,0,52,25.21,64.64,298.8,2.6
599,thunder bay,CA,Burundi,1555618991,90,66,48.41,-89.26,283.71,8.2
600,shingu,JP,Jordan,1555619376,51,98,33.72,135.99,282,1.35
601,miles city,US,United States of America,1555619293,1,25,46.41,-105.84,290.37,8.2
602,dharchula,IN,India,1555619379,0,50,29.85,80.53,275.3,4.28
603,sambava,MG,Mexico,1555619380,38,92,-14.27,50.17,294.8,1.65
604,taklisah,TN,Timor-Leste,1555617600,20,77,36.78,10.63,289.15,10.3
605,miyako,JP,Jordan,1555619136,0,87,33.63,130.94,287.59,1.5
606,tocopilla,CL,China,1555619384,100,94,-22.09,-70.2,290.6,5.77
607,skibbereen,IE,Iceland,1555615800,40,76,51.55,-9.27,285.15,6.2
608,la orilla,MX,Mozambique,1555619386,0,70,18,-102.23,300.6,5.18
609,shetpe,KZ,Kyrgyzstan,1555619388,100,74,44.14,52.16,275.3,6.61
610,vadodara,IN,India,1555619338,0,26,22.3,73.2,300.7,3.68
611,whyalla,au,Aruba,1555617600,1,71,-33.04,137.58,286.15,1.5
612,katobu,ID,Iceland,1555619391,99,94,-4.94,122.53,297.3,0.74
613,alta floresta,BR,Bouvet Island,1555614000,40,55,-9.87,-56.08,306.15,1.57
614,dingle,PH,Peru,1555619394,35,81,11,122.67,296.2,2.37
615,pekan,MY,Mozambique,1555614000,75,88,3.49,103.39,299.15,1
616,waterloo,CA,Burundi,1555619363,75,63,43.47,-80.52,296.48,7.2
618,dzheguta,RU,Romania,1555619399,100,97,43.97,42.04,273.2,2.13
619,najran,SA,Rwanda,1555614000,40,47,17.54,44.22,300.15,4.1
620,minab,IR,Indonesia,1555617600,0,78,27.15,57.07,297.15,2.1
622,margate,au,Aruba,1555619355,20,87,-43.03,147.26,279.26,4.6
